song_title,chord_progression,chord_list,num_unique
St,Cmaj7/G G7alter#3 Cmaj7 G7alter#3 C Em7 A7 Dm7 G7 C Em7 A7 Dm7 G7 C B-7 A7 Dm7 D9 G7 C C7/E F F#dim Dm7 G7 C Em7 A7 Dm7 G7 C Em7 A7 Dm7 G7 C B-7 A7 Dm7 D9 G7 C C7 F F#dim Dm7 G7 C Em7 A7 Dm7 G7 C Em7 A7 Dm7 G7 C B-7 A7 Dm7 D9 G7 C C7 F F#dim Dm7 G7 C Em7 A7 Dm7 G7 C Em7 A7 Dm7 G7 C B-7 A7 Dm7 D9 G7 C C7 F F#dim Dm7 G7 C Em7 A7 Dm7 G7 C Em7 A7 Dm7 G7 C B-7 A7 Dm7 D9 G7 C C7/E F F#dim Dm7 G7 C C7/E F F#dim Dm7/G Dm7/A G7/B C,"['Cmaj7/G', 'G7alter#3', 'Cmaj7', 'G7alter#3', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'B-7', 'A7', 'Dm7', 'D9', 'G7', 'C', 'C7/E', 'F', 'F#dim', 'Dm7', 'G7', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'B-7', 'A7', 'Dm7', 'D9', 'G7', 'C', 'C7', 'F', 'F#dim', 'Dm7', 'G7', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'B-7', 'A7', 'Dm7', 'D9', 'G7', 'C', 'C7', 'F', 'F#dim', 'Dm7', 'G7', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'B-7', 'A7', 'Dm7', 'D9', 'G7', 'C', 'C7', 'F', 'F#dim', 'Dm7', 'G7', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'B-7', 'A7', 'Dm7', 'D9', 'G7', 'C', 'C7/E', 'F', 'F#dim', 'Dm7', 'G7', 'C', 'C7/E', 'F', 'F#dim', 'Dm7/G', 'Dm7/A', 'G7/B', 'C']",17
Sway,B/o7 E7 Am Am/G D/F# F7 E7 B/o7 E7 B/o7 E7 Am F13 E7addb9 F13 E7addb9 Am B/o7 E7 B/o7 E7 Am F13 E7addb9 F13 E7addb9 Am E-dim G7 C E7/B E7 Bdim E7 Am G7 F7 E7 B/o7 E7 B/o7 E7 Am F13 E7addb9 F13 E7addb9 Am,"['B/o7', 'E7', 'Am', 'Am/G', 'D/F#', 'F7', 'E7', 'B/o7', 'E7', 'B/o7', 'E7', 'Am', 'F13', 'E7addb9', 'F13', 'E7addb9', 'Am', 'B/o7', 'E7', 'B/o7', 'E7', 'Am', 'F13', 'E7addb9', 'F13', 'E7addb9', 'Am', 'E-dim', 'G7', 'C', 'E7/B', 'E7', 'Bdim', 'E7', 'Am', 'G7', 'F7', 'E7', 'B/o7', 'E7', 'B/o7', 'E7', 'Am', 'F13', 'E7addb9', 'F13', 'E7addb9', 'Am']",13
Só Danço Samba,C6add9 F9 D9 Dm9 G7alter#5 C6add9 F9 C6add9 F9 D9 Dm9 G7alter#5 C6add9 Gm7 C9 Fmaj7 F6 Am7 D9 Dm9 A7 Dm7 G7addb9 C6add9 F9 D9 Dm9 G13 G7addb13 C6add9,"['C6add9', 'F9', 'D9', 'Dm9', 'G7alter#5', 'C6add9', 'F9', 'C6add9', 'F9', 'D9', 'Dm9', 'G7alter#5', 'C6add9', 'Gm7', 'C9', 'Fmaj7', 'F6', 'Am7', 'D9', 'Dm9', 'A7', 'Dm7', 'G7addb9', 'C6add9', 'F9', 'D9', 'Dm9', 'G13', 'G7addb13', 'C6add9']",15
Só Em Teus Braços,Fmaj7 Gm7 B--m7 B--7alter#5 B-maj7 B-m6 B--m7 A-dim Gm7 C9 B--m7 D7alter#5 Gm9 C7addb9 Fmaj7 Gm7 B--m7 B--7alter#5 B-maj7 B-m6 B--m7 Dm7 Gm7 C7addb9 Fmaj7 B-m7 F6add9,"['Fmaj7', 'Gm7', 'B--m7', 'B--7alter#5', 'B-maj7', 'B-m6', 'B--m7', 'A-dim', 'Gm7', 'C9', 'B--m7', 'D7alter#5', 'Gm9', 'C7addb9', 'Fmaj7', 'Gm7', 'B--m7', 'B--7alter#5', 'B-maj7', 'B-m6', 'B--m7', 'Dm7', 'Gm7', 'C7addb9', 'Fmaj7', 'B-m7', 'F6add9']",14
Só Louco,Dm7 G7 Cm7 F7 B-maj7 F7alter#3 F7 B-maj7 F7alter#3 B-maj7 F7alter#3 Dm7 D-dim Cm7 Cm/B- A/o7 D7add#9 G-dim GmM7 C7alter#3 C9 Cm7 F/E- Dm7 A-9add#11 G13 G7addb13 C7alter#3 C7 Cm7 F7,"['Dm7', 'G7', 'Cm7', 'F7', 'B-maj7', 'F7alter#3', 'F7', 'B-maj7', 'F7alter#3', 'B-maj7', 'F7alter#3', 'Dm7', 'D-dim', 'Cm7', 'Cm/B-', 'A/o7', 'D7add#9', 'G-dim', 'GmM7', 'C7alter#3', 'C9', 'Cm7', 'F/E-', 'Dm7', 'A-9add#11', 'G13', 'G7addb13', 'C7alter#3', 'C7', 'Cm7', 'F7']",19
Só Por Amor,F#/o7 B7 Em7 E/o7 A7 Dm7 B/o7 E7addb9 Am9 F B7 E7 F#/o7 B7 Em7 E/o7 A7 Dm7 B/o7 E7addb9 Am9 F#dim Dm/F B-maj7 E7addb13 Am9 Dm7 E7 Am7 Dm7 G7 Cmaj7 C6 F#/o7 B7 E7 Fmaj7 F9 E7 E7addb9 F#/o7 B7 Em7 E/o7 A7 Dm7 B/o7 E7alterb5 Am9 F B7 E7 F#/o7 B7 Em7 E/o7 A7 Dm7 B/o7 E7addb9 Am9 F#dim Dm/F B-maj7 E-13 Am7,"['F#/o7', 'B7', 'Em7', 'E/o7', 'A7', 'Dm7', 'B/o7', 'E7addb9', 'Am9', 'F', 'B7', 'E7', 'F#/o7', 'B7', 'Em7', 'E/o7', 'A7', 'Dm7', 'B/o7', 'E7addb9', 'Am9', 'F#dim', 'Dm/F', 'B-maj7', 'E7addb13', 'Am9', 'Dm7', 'E7', 'Am7', 'Dm7', 'G7', 'Cmaj7', 'C6', 'F#/o7', 'B7', 'E7', 'Fmaj7', 'F9', 'E7', 'E7addb9', 'F#/o7', 'B7', 'Em7', 'E/o7', 'A7', 'Dm7', 'B/o7', 'E7alterb5', 'Am9', 'F', 'B7', 'E7', 'F#/o7', 'B7', 'Em7', 'E/o7', 'A7', 'Dm7', 'B/o7', 'E7addb9', 'Am9', 'F#dim', 'Dm/F', 'B-maj7', 'E-13', 'Am7']",23
Tango Pasional,Fm Cm G7 CmM7 E-7 Fm Cm D/o7 G7 Cm6 Cm7 Cm E-/B- A/o7 A-7 D7 G Fm A-/E- D7 D/A A-7 G F/o7 Cm7 A/o7 A-7 D7 G Cm E-/B- A/o7 A-7 G7 E-maj7 Fm Cm Ddim G7 E-6 Fm Cm Ddim G7 Cm7 Fm Fm7 Cm Fm7 Cm Fm7 B-7 E- D G7 C7 F7 B-7 E- G7 Fm Cm Fm Cm Fm Cm D/o7 G7 E-6 Fm Cm G7 CmM7 E-7 Fm Cm D/o7 G7 E-6 Fm7 Cm Fm7 B-7 E- D G7 C7 F7 B-7 E- G7 Fm Cm Fm Cm Fm Cm D/o7 G7 E-6 Fm Cm Ddim G7 E-6 Fm Cm Ddim G7 CmM7 Cm,"['Fm', 'Cm', 'G7', 'CmM7', 'E-7', 'Fm', 'Cm', 'D/o7', 'G7', 'Cm6', 'Cm7', 'Cm', 'E-/B-', 'A/o7', 'A-7', 'D7', 'G', 'Fm', 'A-/E-', 'D7', 'D/A', 'A-7', 'G', 'F/o7', 'Cm7', 'A/o7', 'A-7', 'D7', 'G', 'Cm', 'E-/B-', 'A/o7', 'A-7', 'G7', 'E-maj7', 'Fm', 'Cm', 'Ddim', 'G7', 'E-6', 'Fm', 'Cm', 'Ddim', 'G7', 'Cm7', 'Fm', 'Fm7', 'Cm', 'Fm7', 'Cm', 'Fm7', 'B-7', 'E-', 'D', 'G7', 'C7', 'F7', 'B-7', 'E-', 'G7', 'Fm', 'Cm', 'Fm', 'Cm', 'Fm', 'Cm', 'D/o7', 'G7', 'E-6', 'Fm', 'Cm', 'G7', 'CmM7', 'E-7', 'Fm', 'Cm', 'D/o7', 'G7', 'E-6', 'Fm7', 'Cm', 'Fm7', 'B-7', 'E-', 'D', 'G7', 'C7', 'F7', 'B-7', 'E-', 'G7', 'Fm', 'Cm', 'Fm', 'Cm', 'Fm', 'Cm', 'D/o7', 'G7', 'E-6', 'Fm', 'Cm', 'Ddim', 'G7', 'E-6', 'Fm', 'Cm', 'Ddim', 'G7', 'CmM7', 'Cm']",25
Tanto Que Aprendi De Amor,Fmaj7 E7addb13 Am7 A-7add#11 GmM7 Gm7 C7alter#3 C9 Am7 D GmM7 Gm7 C9 C7addb9 Am7 D7addb9 B-maj7 E AmM7 Am7 D7 Gm7 Am7 B-m7 C7addb9 Fmaj7 Am7 A-7add#11 GmM7 Gm7 C7alter#3 C9 Am7 D GmM7 Gm7 C9 C7addb9 Am7 D7addb9 B-maj7 E AmM7 Am7 D7 Gm7 Am7 B-m7 C7addb9 Fdim F6add9 Am7 A-7add#11,"['Fmaj7', 'E7addb13', 'Am7', 'A-7add#11', 'GmM7', 'Gm7', 'C7alter#3', 'C9', 'Am7', 'D', 'GmM7', 'Gm7', 'C9', 'C7addb9', 'Am7', 'D7addb9', 'B-maj7', 'E', 'AmM7', 'Am7', 'D7', 'Gm7', 'Am7', 'B-m7', 'C7addb9', 'Fmaj7', 'Am7', 'A-7add#11', 'GmM7', 'Gm7', 'C7alter#3', 'C9', 'Am7', 'D', 'GmM7', 'Gm7', 'C9', 'C7addb9', 'Am7', 'D7addb9', 'B-maj7', 'E', 'AmM7', 'Am7', 'D7', 'Gm7', 'Am7', 'B-m7', 'C7addb9', 'Fdim', 'F6add9', 'Am7', 'A-7add#11']",18
Taste Of Honey - Herb Alpert & Tijuana Brass,F Em Am Am7 D Am Am7 D Am C G/B F Am Am7 D Am Am7 D Am C G/B F Am Am7 D Am7 D F Em Am Am7 D Am Am7 D Am C G/B C G/B C G/B Am,"['F', 'Em', 'Am', 'Am7', 'D', 'Am', 'Am7', 'D', 'Am', 'C', 'G/B', 'F', 'Am', 'Am7', 'D', 'Am', 'Am7', 'D', 'Am', 'C', 'G/B', 'F', 'Am', 'Am7', 'D', 'Am7', 'D', 'F', 'Em', 'Am', 'Am7', 'D', 'Am', 'Am7', 'D', 'Am', 'C', 'G/B', 'C', 'G/B', 'C', 'G/B', 'Am']",7
Telefone,Dm7 G9 Dm7 G9 Dm7 G9 Dm7 G9 Gm9 C13 Gm9 C13 Gm9 C13 Gm9 C13 F7 E7 Am7 D7 Dm7 G9 Dm7 G9 Dm7 G9 Dm7 G9 Dm7 G9 Gm9 C13 Gm9 C13 Gm9 C13 Gm9 C13 F7 E7 Am7 F#/o7 B7 Em7 F#/o7 B7 Em7 F#/o7 B7 Em7 A7 Dm7 G7 Em7 A9 Fm7 B-9 Em7 A13 E-m7 A-13 Dm7 G7addb9 C6,"['Dm7', 'G9', 'Dm7', 'G9', 'Dm7', 'G9', 'Dm7', 'G9', 'Gm9', 'C13', 'Gm9', 'C13', 'Gm9', 'C13', 'Gm9', 'C13', 'F7', 'E7', 'Am7', 'D7', 'Dm7', 'G9', 'Dm7', 'G9', 'Dm7', 'G9', 'Dm7', 'G9', 'Dm7', 'G9', 'Gm9', 'C13', 'Gm9', 'C13', 'Gm9', 'C13', 'Gm9', 'C13', 'F7', 'E7', 'Am7', 'F#/o7', 'B7', 'Em7', 'F#/o7', 'B7', 'Em7', 'F#/o7', 'B7', 'Em7', 'A7', 'Dm7', 'G7', 'Em7', 'A9', 'Fm7', 'B-9', 'Em7', 'A13', 'E-m7', 'A-13', 'Dm7', 'G7addb9', 'C6']",21
Tequila Sunrise,C C6 C C6 C C6 C C6 Dm G C C6 Cmaj7 C6 C G Dm G7 C C6 Cmaj7 C6 C G Dm G7 C Cmaj7 C6 C Am F Am F Am Dm G7 C/G C G Dm G7 C C6 C G Dm G7 C G Dm7 G C Dm G Em A Dm E Am7 D C G Dm G7 C C6 Cmaj7 C6 C Cmaj7 C6 C Cmaj7 C6 C C6,"['C', 'C6', 'C', 'C6', 'C', 'C6', 'C', 'C6', 'Dm', 'G', 'C', 'C6', 'Cmaj7', 'C6', 'C', 'G', 'Dm', 'G7', 'C', 'C6', 'Cmaj7', 'C6', 'C', 'G', 'Dm', 'G7', 'C', 'Cmaj7', 'C6', 'C', 'Am', 'F', 'Am', 'F', 'Am', 'Dm', 'G7', 'C/G', 'C', 'G', 'Dm', 'G7', 'C', 'C6', 'C', 'G', 'Dm', 'G7', 'C', 'G', 'Dm7', 'G', 'C', 'Dm', 'G', 'Em', 'A', 'Dm', 'E', 'Am7', 'D', 'C', 'G', 'Dm', 'G7', 'C', 'C6', 'Cmaj7', 'C6', 'C', 'Cmaj7', 'C6', 'C', 'Cmaj7', 'C6', 'C', 'C6']",15
Tequila,A G A G A G A G A G A G A G A G A G A G A G A G A G A G A G A G D7 A D7 A D7 A B7 E7 A G A G A G A G A G A G A G A G,"['A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'D7', 'A', 'D7', 'A', 'D7', 'A', 'B7', 'E7', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G']",5
Terra De Ninguém,Dmaj7 F13 Dmaj7 D7alter#3 D7 Gmaj7 Gm9 C13 Dmaj7 Dm7 Dmaj7 F13 Dmaj7 F13 Dmaj7 F13 Dmaj7 D7alter#3 D7 Gmaj7 Gm9 C13 Dmaj7 Dm7 Dmaj7 F13 Dmaj7 B7addb9 Em7 Gm9 C13 F#m7 B7addb9 Em7 A9alter#3 F#7alter#5 B7addb9 Em7 Gm9 C13 F#m7 B7addb9 Em7 A9alter#3 D6,"['Dmaj7', 'F13', 'Dmaj7', 'D7alter#3', 'D7', 'Gmaj7', 'Gm9', 'C13', 'Dmaj7', 'Dm7', 'Dmaj7', 'F13', 'Dmaj7', 'F13', 'Dmaj7', 'F13', 'Dmaj7', 'D7alter#3', 'D7', 'Gmaj7', 'Gm9', 'C13', 'Dmaj7', 'Dm7', 'Dmaj7', 'F13', 'Dmaj7', 'B7addb9', 'Em7', 'Gm9', 'C13', 'F#m7', 'B7addb9', 'Em7', 'A9alter#3', 'F#7alter#5', 'B7addb9', 'Em7', 'Gm9', 'C13', 'F#m7', 'B7addb9', 'Em7', 'A9alter#3', 'D6']",14
Tetê,Fmaj7 A7alter#5 B-maj7 Bm7 E7addb9 Am7 Cm7 F9 B-6 E-9 Am7 A-9 Gm7 C9 Fmaj7 A7alter#5 B-maj7 Bm7 E7addb9 Am7 Cm7 F9 B-6 E-9 Am7 A-9 D-maj7 C9 F6add9,"['Fmaj7', 'A7alter#5', 'B-maj7', 'Bm7', 'E7addb9', 'Am7', 'Cm7', 'F9', 'B-6', 'E-9', 'Am7', 'A-9', 'Gm7', 'C9', 'Fmaj7', 'A7alter#5', 'B-maj7', 'Bm7', 'E7addb9', 'Am7', 'Cm7', 'F9', 'B-6', 'E-9', 'Am7', 'A-9', 'D-maj7', 'C9', 'F6add9']",15
The Lonely Bull - Herb Alpert & Tijuana Brass,C B- C B- C B- A- G C Dm7 G7 C B- C B- C B- A- G C Dm7 G7 C C7 F C E- C F C D7 G7 C B- C B- C B- A- G C Dm7 G7 C B- C B- C B- A- G C Dm7 G7 C,"['C', 'B-', 'C', 'B-', 'C', 'B-', 'A-', 'G', 'C', 'Dm7', 'G7', 'C', 'B-', 'C', 'B-', 'C', 'B-', 'A-', 'G', 'C', 'Dm7', 'G7', 'C', 'C7', 'F', 'C', 'E-', 'C', 'F', 'C', 'D7', 'G7', 'C', 'B-', 'C', 'B-', 'C', 'B-', 'A-', 'G', 'C', 'Dm7', 'G7', 'C', 'B-', 'C', 'B-', 'C', 'B-', 'A-', 'G', 'C', 'Dm7', 'G7', 'C']",10
The Peanut Vendor,F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7 F C7,"['F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7', 'F', 'C7']",2
The Shadow Of Your Smile,Dm DmM7 Dm7 Dm6 C#13 B-6 B-m6 A7alter#5 Em EmM7 Em7 A9 A7alter#5addb9 Dm DmM7 Dm7 Dm6 Gm7 GmM7 Gm7 C9 C7alter#5 Fmaj7 F6 F7alter#5addb9 B-maj7 Gm6 A7alter#5addb9 Em7 A7 Dm DmM7 Dm7 Dm6 G13 B/o7 E7 B-13 Em7 E/o7 A9 Em EmM7 Em7 A9 A7alter#5addb9 Dm DmM7 Dm7 Dm6 Gm7 GmM7 Gm7 C9 C7 FM9 Am7 A/o7 D7 Gm7 B-m6 E-13 Am7 E-7alterb5 Am6 D7alterb5 G7 C#9alterb5 C9 B-m C7addb9 F C#9 C#7 F Dm Em EmM7 Em7 A9 A7alter#5addb9 Dm DmM7 Dm7 Dm6 Gm7 GmM7 Gm7 C9 C7alter#5 Fmaj7 F6 F7alter#5addb9 B-maj7 Gm6 A7alter#5addb9 Em7 A7 Dm DmM7 Dm7 Dm6 G13 B/o7 E7 B-13 Em7 E/o7 A9 Em EmM7 Em7 A9 A7alter#5addb9 Dm DmM7 Dm7 Dm6 Gm7 GmM7 Gm7 C9 C7 FM9 Am7 A/o7 D7 Gm7 B-m6 E-13 Am7 E-7alterb5 Am6 D7alterb5 G7 C#9alterb5 C9alter#3 B-m C7addb9 F C#9 C#7 F Em EmM7 Em7 A9 A7alter#5addb9 Dm DmM7 Dm7 Dm6 Gm7 GmM7 Gm7 C9 C7alter#5 Fmaj7 F6 F7alter#5addb9 B-maj7 Gm6 A7alter#5addb9 Em7 A7 Dm DmM7 Dm7 Dm6 G13 B/o7 E7 B-13 Em7 E/o7 A9 Em EmM7 Em7 A9 A7alter#5addb9 Dm DmM7 Dm7 Dm6 Gm7 GmM7 Gm7 C9 C7 FM9 Am7 A/o7 D7 Gm7 B-m6 E-13 Am7 E-7alterb5 Am6 D7alterb5 G7 C#9alterb5 C9 B-m C7addb9 F6 C13 Fmaj7 Gm7 Am7 F#13alterb9,"['Dm', 'DmM7', 'Dm7', 'Dm6', 'C#13', 'B-6', 'B-m6', 'A7alter#5', 'Em', 'EmM7', 'Em7', 'A9', 'A7alter#5addb9', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'Gm7', 'GmM7', 'Gm7', 'C9', 'C7alter#5', 'Fmaj7', 'F6', 'F7alter#5addb9', 'B-maj7', 'Gm6', 'A7alter#5addb9', 'Em7', 'A7', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'G13', 'B/o7', 'E7', 'B-13', 'Em7', 'E/o7', 'A9', 'Em', 'EmM7', 'Em7', 'A9', 'A7alter#5addb9', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'Gm7', 'GmM7', 'Gm7', 'C9', 'C7', 'FM9', 'Am7', 'A/o7', 'D7', 'Gm7', 'B-m6', 'E-13', 'Am7', 'E-7alterb5', 'Am6', 'D7alterb5', 'G7', 'C#9alterb5', 'C9', 'B-m', 'C7addb9', 'F', 'C#9', 'C#7', 'F', 'Dm', 'Em', 'EmM7', 'Em7', 'A9', 'A7alter#5addb9', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'Gm7', 'GmM7', 'Gm7', 'C9', 'C7alter#5', 'Fmaj7', 'F6', 'F7alter#5addb9', 'B-maj7', 'Gm6', 'A7alter#5addb9', 'Em7', 'A7', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'G13', 'B/o7', 'E7', 'B-13', 'Em7', 'E/o7', 'A9', 'Em', 'EmM7', 'Em7', 'A9', 'A7alter#5addb9', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'Gm7', 'GmM7', 'Gm7', 'C9', 'C7', 'FM9', 'Am7', 'A/o7', 'D7', 'Gm7', 'B-m6', 'E-13', 'Am7', 'E-7alterb5', 'Am6', 'D7alterb5', 'G7', 'C#9alterb5', 'C9alter#3', 'B-m', 'C7addb9', 'F', 'C#9', 'C#7', 'F', 'Em', 'EmM7', 'Em7', 'A9', 'A7alter#5addb9', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'Gm7', 'GmM7', 'Gm7', 'C9', 'C7alter#5', 'Fmaj7', 'F6', 'F7alter#5addb9', 'B-maj7', 'Gm6', 'A7alter#5addb9', 'Em7', 'A7', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'G13', 'B/o7', 'E7', 'B-13', 'Em7', 'E/o7', 'A9', 'Em', 'EmM7', 'Em7', 'A9', 'A7alter#5addb9', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'Gm7', 'GmM7', 'Gm7', 'C9', 'C7', 'FM9', 'Am7', 'A/o7', 'D7', 'Gm7', 'B-m6', 'E-13', 'Am7', 'E-7alterb5', 'Am6', 'D7alterb5', 'G7', 'C#9alterb5', 'C9', 'B-m', 'C7addb9', 'F6', 'C13', 'Fmaj7', 'Gm7', 'Am7', 'F#13alterb9']",47
The Waters Of March - Antonio Carlos Jobim,C/B- Am6 Fm6/A- C6/Gadd9 G-7add#11 Fmaj7 Fm6 C6add9 C7 G-/o7 Fm6 C6add9 C7 G-/o7 Fm6 C6add9 C7alter#3 C7 G-/o7 Fm6 C6add9 C7alter#3 C7 G-/o7 Fm6 C6add9 C/B- Am6 Fm6/A- C6add9 C7alter#3 C7 G-/o7 Fm6 C6add9 C7alter#3 C7 G-/o7 Fm6 C6add9 C/B- Am6 Fm6/A- C6add9 C7alter#3 C7 G-/o7 Fm6 C6add9 C7alter#3 C7 G-/o7 Fm6 C6add9 C7alter#3 C7 G-/o7 Fm6 C6add9 C/B- Am6 Fm6/A- CM9 Gm7 C7 G-/o7 Fm6 C6add9 C7alter#3 C7 G-/o7 D-m6 C6add9 C7alter#3 C7 G-/o7 Fm6 C6add9 C7alter#3 C7 G-/o7 Fm6 C6add9 C9alter#3 D/C Fm6/C Cmaj7 C9alter#3 C9 D/C Fm6/C Cmaj7 Cm7 D/C D-/C D-6,"['C/B-', 'Am6', 'Fm6/A-', 'C6/Gadd9', 'G-7add#11', 'Fmaj7', 'Fm6', 'C6add9', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C/B-', 'Am6', 'Fm6/A-', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C/B-', 'Am6', 'Fm6/A-', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C/B-', 'Am6', 'Fm6/A-', 'CM9', 'Gm7', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'D-m6', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C7alter#3', 'C7', 'G-/o7', 'Fm6', 'C6add9', 'C9alter#3', 'D/C', 'Fm6/C', 'Cmaj7', 'C9alter#3', 'C9', 'D/C', 'Fm6/C', 'Cmaj7', 'Cm7', 'D/C', 'D-/C', 'D-6']",22
The Wedding Samba,G7 C C7 C Cdim C Dm Em Dm B- C C7 Cdim C D7 G9 G7addb9 C Ddim C7 F C G7 Em G7 C G7 C Ddim C F C Dm Em F G D9 G7 G7addb9 C C7 Cdim C G7 Gm G7 C Cdim C D7 G7 G7addb9 C,"['G7', 'C', 'C7', 'C', 'Cdim', 'C', 'Dm', 'Em', 'Dm', 'B-', 'C', 'C7', 'Cdim', 'C', 'D7', 'G9', 'G7addb9', 'C', 'Ddim', 'C7', 'F', 'C', 'G7', 'Em', 'G7', 'C', 'G7', 'C', 'Ddim', 'C', 'F', 'C', 'Dm', 'Em', 'F', 'G', 'D9', 'G7', 'G7addb9', 'C', 'C7', 'Cdim', 'C', 'G7', 'Gm', 'G7', 'C', 'Cdim', 'C', 'D7', 'G7', 'G7addb9', 'C']",15
Tico Tico,Am E7 Am Dm Am B7 E7 Am E7 Am Dm Am E7 Am G7 C Dm7 G7 C C/E E-dim Dm7 G7 Dm7 G7 C G7 C Dm7 G7 C C7 F F#dim C/G A7 Dm7 G7 C E7 A A/C# Cdim Bm7 E7 Bm7 E7 Bm7 E7 A Bm7 E7 A F#7 Bm D E-dim A/E F#7 Bm7 E7 A,"['Am', 'E7', 'Am', 'Dm', 'Am', 'B7', 'E7', 'Am', 'E7', 'Am', 'Dm', 'Am', 'E7', 'Am', 'G7', 'C', 'Dm7', 'G7', 'C', 'C/E', 'E-dim', 'Dm7', 'G7', 'Dm7', 'G7', 'C', 'G7', 'C', 'Dm7', 'G7', 'C', 'C7', 'F', 'F#dim', 'C/G', 'A7', 'Dm7', 'G7', 'C', 'E7', 'A', 'A/C#', 'Cdim', 'Bm7', 'E7', 'Bm7', 'E7', 'Bm7', 'E7', 'A', 'Bm7', 'E7', 'A', 'F#7', 'Bm', 'D', 'E-dim', 'A/E', 'F#7', 'Bm7', 'E7', 'A']",22
Tigresa,Am Dm7 Am E7 Am Dm7 Am E7 Am7 Dm7 Am7 F13 Am7 Dm7 G7 C D7 Am7 F13 Am7 Em7 F13 G7,"['Am', 'Dm7', 'Am', 'E7', 'Am', 'Dm7', 'Am', 'E7', 'Am7', 'Dm7', 'Am7', 'F13', 'Am7', 'Dm7', 'G7', 'C', 'D7', 'Am7', 'F13', 'Am7', 'Em7', 'F13', 'G7']",9
Tijuana Jail,F C G+ G7 C C7 F C G+ G7 C C7 F C G+ G7 C C7 F C G+ G7 C,"['F', 'C', 'G+', 'G7', 'C', 'C7', 'F', 'C', 'G+', 'G7', 'C', 'C7', 'F', 'C', 'G+', 'G7', 'C', 'C7', 'F', 'C', 'G+', 'G7', 'C']",5
Tijuana Taxi,C G7 C A7 Dm G7 C G7 C A7 Dm C G7 C A7 Dm F Fm C C7 A7 Dm7 G7 C,"['C', 'G7', 'C', 'A7', 'Dm', 'G7', 'C', 'G7', 'C', 'A7', 'Dm', 'C', 'G7', 'C', 'A7', 'Dm', 'F', 'Fm', 'C', 'C7', 'A7', 'Dm7', 'G7', 'C']",8
